MAC,starttime,endtime,station,strongsignal,weaksignal,times,diff,mobiledevice
a0:93:47:e8:96:c6,11.07,12.26,78,-25,-91,7,66,Y
a0:e4:53:7a:fc:49,12.26,12.35,8,-56,-83,2,27,Y
a0:ed:cd:12:84:de,16,15.44,16,-46,-89,10,43,Y
a4:3d:78:28:c4:f2,12.3,12.38,7,-53,-79,20,26,Y
a4:3d:78:28:c4:f2,15.39,16.5,71,-53,-79,9,26,Y
a4:3d:78:2c:14:67,11.12,11.34,22,-53,-88,2,35,Y
a4:3d:78:37:85:78,12.52,13.16,24,-23,0,0,0,Y
a4:3d:78:38:cc:2a,11.57,12.06,8,-24,-86,1,62,Y
a4:3d:78:41:66:22,15.01,17.41,159,-24,-86,14,62,Y
a4:3d:78:46:47:5f,16.57,17.07,10,-54,-84,11,30,Y
a4:3d:78:6c:d1:4c,14.31,15.5,79,-44,-86,1,42,Y
a4:3d:78:6c:d1:4c,10.46,17.51,425,-53,-78,3,25,Y
a4:3d:78:b6:ed:3d,16.19,16.26,6,-54,-69,4,15,Y
a4:3d:78:ce:40:eb,10.22,10.31,9,-54,-77,9,23,Y
a4:44:d1:47:61:3f,15.01,17.53,171,-54,0,0,0,Y
a4:44:d1:47:61:3f,11.25,17.58,393,-53,-62,5,9,Y
a4:44:d1:7d:49:79,15.08,15.24,15,-57,-87,10,30,Y
a4:44:d1:80:72:e7,16.03,17.03,59,-58,-81,16,23,Y
a4:44:d1:e3:bf:ff,11.17,13.34,137,-24,-82,1,58,Y
a8:1b:5a:19:30:e4,14.13,17.02,169,-50,-80,3,30,Y
a8:1b:5a:1b:e1:f1,10.18,11.49,91,-45,-89,2,44,Y
a8:1b:5a:22:e1:a7,09.20,11.04,103,-47,-77,7,30,Y
a8:1b:5a:53:e2:16,11.23,11.33,10,-47,-59,4,12,Y
a8:1b:5a:86:ac:a7,14.43,14.52,8,-51,-83,1,32,Y
a8:1b:5a:ae:bb:43,09.13,11.04,111,-48,-79,8,31,Y
a8:1b:5a:b7:d0:84,13.13,12.57,15,-57,-84,12,27,Y
a8:1b:5a:bf:8c:1e,10.58,11.05,6,-50,-88,15,38,Y
a8:1b:5a:e0:33:d3,10.14,10.23,8,-53,-73,2,20,Y
a8:1b:5a:e0:3b:e8,10.14,11.52,97,-55,-84,4,29,Y
a8:1b:5a:f5:d5:be,15.13,15.55,41,-53,-62,7,9,Y
a8:a6:68:b0:67:e0,17.19,14.56,142,-51,-90,3,39,Y
a8:a7:95:be:5c:07,15.02,17.13,131,-49,0,0,0,Y
ac:7f:3e:7d:d9:04,11.09,11.45,36,-46,-87,4,41,Y
b0:e0:3c:de:0f:00,12.1,12.56,45,-49,0,0,0,Y
b4:f0:ab:62:2b:f5,10.27,11.57,90,-55,0,0,0,Y
b8:44:d9:64:ff:b7,13.27,13.37,10,-53,-85,13,32,Y
b8:76:3f:9a:4b:0b,14.3,14.36,6,-51,-83,8,32,Y
b8:76:3f:9a:4b:0b,14.31,17.53,202,-53,-80,2,27,Y
b8:98:f7:32:af:13,09.11,09.30,18,-50,-82,3,32,Y
b8:98:f7:bb:ea:65,09.47,11.15,88,-59,0,0,0,Y
b8:b4:2e:a8:58:eb,09.23,10.27,64,-47,-82,2,35,Y
b8:b4:2e:a8:58:eb,09.23,10.27,64,-55,-70,7,15,Y
bc:3a:ea:12:84:09,12.13,17.02,289,-49,-65,3,16,Y
bc:3a:ea:14:02:bb,09.58,10.58,59,-52,-83,11,31,Y
bc:3a:ea:1f:46:6a,11.5,13.23,93,-44,-62,1,18,Y
bc:3a:ea:25:e9:ea,09.15,09.00,15,-46,-64,2,18,Y
bc:3a:ea:37:f3:98,12.2,12.41,20,-56,-60,1,4,Y
bc:3a:ea:3c:0c:be,13.26,13.02,24,-49,0,0,0,Y
bc:3a:ea:53:c9:a6,14.13,14.23,9,-56,-78,3,22,Y
bc:3a:ea:56:4f:d4,14.11,16.07,115,-52,-82,1,30,Y
bc:3a:ea:66:64:e7,13.4,14.41,60,-52,-65,4,13,Y
bc:3a:ea:66:64:e7,09.02,10.04,61,-45,-74,15,29,Y
bc:3a:ea:7e:0e:ed,09.04,17.33,509,-51,-86,2,35,Y
bc:3a:ea:89:0f:bf,16.03,15.55,8,-52,-80,8,28,Y
bc:3a:ea:93:9f:60,16.36,16.41,5,-43,-84,1,41,Y
bc:3a:ea:95:d5:43,14.52,15.01,8,-51,0,0,0,Y
bc:3a:ea:a1:d6:b0,15.46,17.51,124,-54,-88,4,34,Y
bc:3a:ea:b0:ed:39,12.01,13,59,-50,-85,1,35,Y
bc:3a:ea:b2:06:38,16.27,16.35,8,-50,-89,14,39,Y
bc:3a:ea:c9:f6:46,15.52,15.57,5,-45,0,0,0,Y
bc:3a:ea:cc:05:2c,10.37,11.04,27,-53,-87,13,34,Y
bc:3a:ea:d5:02:23,09.02,10.02,59,-44,-89,2,45,Y
bc:3a:ea:dd:02:37,12.39,13.06,27,-53,-88,6,35,Y
bc:3a:ea:e2:1a:c1,11.08,11.47,39,-52,0,0,0,Y
bc:3a:ea:e9:7e:a1,09.15,09.30,15,-49,-89,3,40,Y
bc:3a:ea:ee:12:b1,17.36,17.43,6,-41,-55,6,14,Y
bc:3a:ea:f1:31:f1,12.06,12.12,6,-54,-83,11,29,Y
bc:3a:ea:f8:82:6e,14.27,14.57,30,-36,-88,19,52,Y
bc:3b:af:7c:13:0e,14.31,15.01,29,-59,-79,2,20,Y
bc:3b:af:b1:fe:e1,17.48,17.54,5,-39,-78,7,39,Y
bc:52:b7:39:5c:9e,13.02,17.37,275,-43,-85,3,42,Y
c0:cc:f8:86:98:10,13.57,14.05,8,-52,-85,4,33,Y
c0:cc:f8:dc:15:79,13.59,14.47,48,-46,-86,4,40,Y
c4:66:99:0d:c3:88,09.30,11.28,117,-43,-85,2,42,Y
c4:66:99:29:c8:ce,09.15,17.38,503,-51,0,0,0,Y
c4:66:99:29:d8:d2,14.21,14.27,6,-53,-89,5,36,Y
c4:66:99:2a:c2:18,14.42,15.23,40,-38,-85,2,47,Y
c4:66:99:48:9a:62,14.5,15.13,23,-48,0,0,0,Y
c4:66:99:49:e0:c8,15.04,15.5,46,-52,-90,6,38,Y
c4:66:99:57:f5:0e,15.01,16.51,109,-40,0,0,0,Y
c4:66:99:63:f9:4e,13.16,14.07,50,-52,-82,3,30,Y
c4:66:99:74:27:2e,14.19,14.25,6,-50,-81,5,31,Y
c4:66:99:77:f3:f6,14.04,15.31,86,-48,-83,2,35,Y
c4:66:99:90:e5:b8,13.07,15.43,156,-48,0,0,0,Y
c4:66:99:9d:6c:7a,09.33,10.02,29,-50,-85,1,35,Y
c4:66:99:9d:6c:7a,14.41,16.47,126,-48,-85,1,37,Y
c4:66:99:a2:2d:c1,15.18,15.58,40,-44,-63,8,19,Y
c4:66:99:a2:2d:c1,09.11,10.1,58,-50,-71,6,21,Y
c4:66:99:a2:2d:c1,09.02,10.38,96,-49,-66,2,17,Y
c4:66:99:a2:2d:c1,13.53,16.54,180,-44,-54,2,10,Y
c4:66:99:a5:e9:4b,15.5,16.34,43,-46,-49,2,3,Y
c4:66:99:a5:e9:4b,15.5,16.34,43,-47,-77,9,30,Y
c4:66:99:b6:4a:07,14.34,14.54,19,-41,-74,8,33,Y
c4:66:99:b6:4e:5b,09.46,09.52,6,-51,-88,1,37,Y
c4:66:99:e7:38:74,15.26,17.55,149,-49,-86,13,37,Y
c8:1e:e7:6e:41:08,16.56,17.1,14,-53,-80,1,27,Y
c8:f2:30:14:a1:81,09.10,10.14,64,-54,-90,6,36,Y
c8:f2:30:14:a1:81,09.03,13.43,279,-50,-80,1,30,Y
c8:f2:30:38:ee:63,17.28,17.38,9,-52,-84,10,32,Y
c8:f2:30:3b:15:83,15.01,15.22,20,-40,-73,7,33,Y
c8:f2:30:51:b1:a0,09.47,11.23,95,-54,-85,5,31,Y
c8:f2:30:51:fb:e9,09.33,15.55,382,-49,-66,5,17,Y
c8:f2:30:51:fb:e9,10.14,17.23,429,-54,-77,17,23,Y
c8:f2:30:51:fb:e9,09.16,17.18,481,-56,-78,13,22,Y
c8:f2:30:53:d2:97,10.47,12.04,77,-50,0,0,0,Y
c8:f2:30:58:75:38,09.04,10.11,67,-53,-92,2,39,Y
c8:f2:30:67:b0:2f,13.31,13.37,5,-56,-84,4,28,Y
c8:f2:30:68:28:4d,10.31,11.54,82,-50,-83,3,33,Y
c8:f2:30:7a:38:6d,10.05,17.06,420,-52,-68,4,16,Y
c8:f2:30:81:6e:b5,11.34,12.23,48,-42,0,0,0,Y
c8:f2:30:82:cd:07,16.22,17.33,70,-57,-88,15,31,Y
c8:f2:30:83:2c:03,12.26,12.37,10,-46,0,0,0,Y
c8:f2:30:83:3f:3b,09.02,10.04,61,-47,-85,24,38,Y
c8:f2:30:83:3f:3b,15.33,16.5,77,-53,-83,11,30,Y
c8:f2:30:89:6d:49,12.45,12.58,13,-51,-75,1,24,Y
c8:f2:30:8c:e6:9e,09.44,10.36,52,-54,-80,4,26,Y
c8:f2:30:95:bc:8b,17.43,17.58,15,-51,-80,4,29,Y
c8:f2:30:9d:c8:5c,10.31,11.02,30,-51,-81,1,30,Y
c8:f2:30:ab:6a:87,15.33,15.18,14,-50,-73,6,23,Y
c8:f2:30:af:62:ce,15.26,15.44,17,-52,-61,4,9,Y
c8:f2:30:f2:31:6c,11.25,11.32,7,-50,0,0,0,Y
c8:f2:30:f4:7c:ce,12.55,13.08,12,-58,-78,7,20,Y
c8:f2:30:f4:80:76,13.31,14.02,31,-43,-86,22,43,Y
cc:20:e8:8a:2c:9b,11.13,13.45,152,-54,-91,14,37,Y
cc:25:ef:af:99:ae,12.35,14.43,128,-54,-81,5,27,Y
cc:25:ef:af:99:ae,10.14,14.42,268,-44,-77,17,33,Y
cc:c7:60:23:0a:cb,10.03,17.4,456,-49,0,0,0,Y
d0:33:11:39:2a:7e,10.03,13.13,189,-52,-89,1,37,Y
d0:33:11:8d:7e:e6,09.12,11.35,143,-50,-83,1,33,Y
d0:37:42:75:2c:ed,12.12,12.18,6,-43,-85,3,42,Y
d0:5b:a8:62:79:6f,10.14,14.28,253,-50,0,0,0,Y
d0:a6:37:87:2f:b0,09.21,13.31,250,-55,-92,34,37,Y
d0:fa:1d:c1:9b:a2,09.44,09.52,7,-51,-85,10,34,Y
d0:fa:1d:c1:f2:e0,13.42,14.01,19,-53,-91,16,38,Y
d4:f4:6f:52:48:42,14.08,14.24,16,-55,-82,14,27,Y
d8:1d:72:bf:55:00,13.44,17.17,213,-51,0,0,0,Y
d8:55:a3:f9:23:6a,10.14,10.2,5,-44,-79,29,35,Y
d8:71:57:ae:a9:28,13.06,14.17,71,-53,0,0,0,Y
d8:71:57:ae:a9:28,09.04,17.16,492,-51,0,0,0,Y
d8:bb:2c:3e:9b:73,10.22,11.25,63,-55,0,0,0,Y
d8:bb:2c:3e:9b:73,14.23,16.22,119,-57,-87,2,30,Y
d8:cf:9c:56:d0:c1,14.47,14.37,9,-49,-87,1,38,Y
d8:d1:cb:a6:0b:17,11.2,14.07,166,-51,0,0,0,Y
dc:6d:cd:09:b1:1d,11.56,12.36,39,-55,0,0,0,Y
dc:6d:cd:22:ba:c4,09.02,11.47,164,-33,-58,10,25,Y
dc:6d:cd:26:96:23,11.12,14.11,178,-51,-85,3,34,Y
dc:6d:cd:27:ca:84,11.5,16.36,286,-51,-86,1,35,Y
dc:6d:cd:2d:0e:9a,09.16,17.28,492,-47,-83,26,36,Y
dc:6d:cd:2d:0e:9a,09.37,17.53,496,-48,-83,26,35,Y
dc:6d:cd:2d:0e:9a,09.15,17.5,514,-53,-90,18,37,Y
dc:6d:cd:2d:0e:9a,09.13,17.55,521,-51,-85,28,34,Y
dc:6d:cd:31:9e:1e,09.23,09.53,29,-49,-90,4,41,Y
dc:6d:cd:33:fc:df,14.17,15.13,56,-59,-85,2,26,Y
dc:6d:cd:3b:87:db,12,09.08,171,-53,-86,6,33,Y
dc:6d:cd:3b:9a:79,09.37,17.59,501,-50,-65,3,15,Y
dc:6d:cd:3e:b8:32,14.26,14.54,28,-46,-93,8,47,Y
dc:6d:cd:42:78:1a,09.25,09.33,7,-43,-73,2,30,Y
dc:6d:cd:42:78:1a,15.23,15.36,13,-56,-77,3,21,Y
dc:6d:cd:45:45:0e,17.29,17.54,24,-52,-83,6,31,Y
dc:6d:cd:49:5b:11,13.54,14.06,12,-41,-89,1,48,Y
dc:6d:cd:49:ee:69,10.09,10.41,32,-49,-88,5,39,Y
dc:6d:cd:5e:59:8d,14.11,14.32,21,-51,-93,15,42,Y
dc:6d:cd:64:e5:19,09.30,16.46,436,-51,-67,11,16,Y
dc:6d:cd:64:e5:19,09.16,17,464,-50,-83,8,33,Y
dc:6d:cd:6f:92:2b,16.35,16.59,23,-44,-47,3,3,Y
dc:6d:cd:6f:92:2b,16.35,16.59,23,-49,-69,4,20,Y
dc:6d:cd:81:7b:15,16.16,16.24,8,-47,0,0,0,Y
dc:6d:cd:84:e9:b2,09.00,17.53,533,-55,-88,13,33,Y
dc:6d:cd:8e:7f:f1,13.23,13.47,24,-56,0,0,0,Y
dc:6d:cd:9e:6c:9b,11.3,11.42,11,-40,-85,1,45,Y
dc:6d:cd:c4:7f:ec,12.29,12.41,12,-44,-90,9,46,Y
dc:6d:cd:c7:9e:fe,09.13,09.47,34,-57,-86,5,29,Y
dc:6d:cd:cf:b9:c2,14.48,16.53,125,-53,-92,1,39,Y
dc:6d:cd:dc:e2:57,12.48,16.51,243,-52,0,0,0,Y
dc:6d:cd:e0:50:ce,11.55,12.04,8,-45,-89,5,44,Y
dc:6d:cd:fc:2c:93,15.29,15.36,7,-52,-82,11,30,Y
dc:6d:cd:fc:d4:8c,15.52,16.25,33,-51,-89,1,38,Y
dc:6d:cd:fd:8c:cf,15.54,16.16,21,-56,-76,1,20,Y
dc:6d:cd:fe:1d:8d,09.55,09.49,6,-54,-82,2,28,Y
e0:ac:cb:9f:48:dc,14.15,15.29,74,-51,-84,1,33,Y
e0:ee:1b:a6:8c:df,11.33,11.5,16,-53,-87,3,34,Y
e0:f5:c6:6c:6a:cd,11.12,11.47,35,-54,-88,3,34,Y
e0:f5:c6:a4:9d:29,13.33,13.4,6,-49,0,0,0,Y
e4:5a:a2:06:01:aa,09.37,15,323,-55,-83,14,28,Y
e4:5a:a2:06:01:aa,09.04,17.37,512,-54,0,0,0,Y
e4:5a:a2:1f:67:f8,13.56,14.28,31,-53,-86,2,33,Y
e4:5a:a2:50:69:44,11.3,12.01,31,-54,-86,11,32,Y
e4:5a:a2:5a:bb:30,12.26,14.21,115,-51,-82,2,31,Y
e4:5a:a2:79:5c:92,16.19,16.37,17,-50,0,0,0,Y
e4:5a:a2:79:5c:92,09.18,12.48,210,-51,0,0,0,Y
e4:5a:a2:81:08:22,11.55,12.22,26,-55,0,0,0,Y
e4:5a:a2:92:c0:46,10.15,10.25,10,-54,-79,1,25,Y
e4:5a:a2:92:c0:46,09.00,14.37,336,-54,-81,1,27,Y
e4:5a:a2:bb:0d:4a,15.02,17.05,123,-56,0,0,0,Y
e4:5a:a2:c7:05:96,14.1,16.33,142,-47,-80,21,33,Y
e4:90:7e:12:ce:ac,13.48,13.56,8,-34,-86,6,52,Y
e4:ce:8f:c6:7f:95,16.26,17.1,44,-58,-80,14,22,Y
e8:15:0e:f1:1f:e4,13,13.19,19,-59,-78,1,19,Y
e8:8d:28:ce:00:88,09.24,12.41,196,-53,0,0,0,Y
e8:8d:28:ce:00:88,09.08,12.45,216,-56,0,0,0,Y
e8:bb:a8:4e:d3:9a,13.58,14.15,16,-44,0,0,0,Y
e8:bb:a8:7f:a4:43,10.36,11.07,31,-55,-78,4,23,Y
ec:5a:86:3d:55:d8,10.2,12.13,113,-52,-87,8,35,Y
ec:df:3a:ac:a2:4f,13.16,13.33,16,-53,-88,19,35,Y
ec:df:3a:c3:a2:60,10.23,11.02,39,-51,-85,25,34,Y
ec:df:3a:df:e8:42,11.38,11.45,7,-41,-87,14,46,Y
f0:1b:6c:2e:b2:60,12.51,13.08,17,-50,-81,12,31,Y
f0:1b:6c:4b:5b:2e,13.43,14.03,19,-54,0,0,0,Y
f0:1b:6c:93:64:de,14.17,16.28,131,-54,-77,6,23,Y
f0:1b:6c:93:64:de,11.44,16.28,284,-54,-67,4,13,Y
f0:1b:6c:e0:4d:2e,10.58,12.39,101,-53,-90,11,37,Y
f4:29:81:92:08:7c,15.52,16.01,8,-55,-75,12,20,Y
f4:29:81:9d:d0:08,13.31,13.57,25,-53,-85,9,32,Y
f4:29:81:b5:50:3b,13.41,13.47,5,-52,0,0,0,Y
f4:29:81:bd:b3:b5,09.43,10.4,57,-54,-81,7,27,Y
f8:cf:c5:e0:1c:67,14.39,16.59,139,-50,-81,1,31,Y
fc:1a:11:06:1d:ae,09.13,09.24,11,-58,-76,2,18,Y
fc:1a:11:59:c8:0c,14.53,15.08,15,-50,-76,3,26,Y
fc:1a:11:65:b6:7e,16.04,16.59,54,-49,-65,12,16,Y
fc:1a:11:8f:41:ea,10,10.2,19,-49,-86,6,37,Y
fc:1a:11:95:10:6c,12.01,12.1,8,-53,-78,5,25,Y
fc:1a:11:a1:8d:ef,11.2,11.32,12,-53,-82,1,29,Y
fc:1a:11:a4:59:95,13.31,14.25,54,-48,-84,10,36,Y
fc:1a:11:c9:4b:c9,15.41,16.28,46,-55,-85,1,30,Y
fc:1a:11:c9:6b:93,15.56,16.19,23,-57,0,0,0,Y
fc:1a:11:dd:74:2f,12.07,12.45,37,-46,-87,5,41,Y
fc:1a:11:de:b3:a7,12.2,12.06,14,-53,0,0,0,Y
fc:1a:11:ee:47:c4,12.16,12.45,28,-51,-84,22,33,Y
fc:c8:97:4a:01:1e,16.14,16.49,34,-42,-91,33,49,Y
fc:c8:97:4a:01:1e,12.58,17.47,289,-47,-90,26,43,Y
fc:e9:98:be:3e:c4,10.41,11.35,54,-51,-78,26,27,Y
00:08:22:43:46:09,14.49,16.55,126,-54,-78,12,24,Y
00:08:22:9e:c5:fb,09.15,09.58,42,-34,-88,3,54,Y
00:24:2b:f7:d0:a4,17.17,16.12,64,-39,0,0,0,Y
00:61:71:56:29:3b,12.58,14.51,112,-50,-83,2,33,Y
00:61:71:56:29:3b,11.38,17.3,352,-40,-82,2,42,Y
00:71:cc:36:85:d4,12.39,17.44,305,-53,-91,1,38,Y
00:cd:fe:67:5b:3a,14.42,14.58,16,-49,0,0,0,Y
04:48:9a:cc:e5:9e,17.47,17.55,8,-52,-89,2,37,Y
08:3e:8e:82:98:4d,17.38,17.46,8,-51,0,0,0,Y
0c:77:1a:15:12:32,09.04,10.18,73,-22,-52,2,30,Y
0c:84:dc:7b:ea:62,12.48,17.13,265,-49,0,0,0,Y
0c:d7:46:0f:b6:23,09.19,09.49,30,-49,0,0,0,Y
10:f6:81:29:72:04,11.48,12.24,35,-24,-92,3,68,Y
10:f6:81:8f:87:3a,13.29,14.29,59,-54,-81,9,27,Y
10:f6:81:93:53:aa,09.27,16.36,429,-53,-78,1,25,Y
10:f6:81:9e:55:d0,17.17,17.35,18,-55,-80,9,25,Y
10:f6:81:c5:ea:4b,12.34,14.24,109,-50,-85,1,35,Y
10:f6:81:ee:ee:0f,13.59,11.39,139,-48,-77,7,29,Y
18:dc:56:b9:0e:7e,14.23,14.51,27,-26,-90,6,64,Y
18:dc:56:c0:2e:b0,10.54,11.44,49,-39,0,0,0,Y
18:dc:56:d0:30:2c,12.49,12.55,6,-35,-79,1,44,Y
18:dc:56:ee:c1:66,11.19,17.4,381,-53,0,0,0,Y
18:dc:56:f0:21:cc,09.49,10.25,36,-38,-86,12,48,Y
18:dc:56:f0:72:cd,09.32,09.47,15,-50,-78,3,28,Y
18:e3:bc:3d:03:02,11.19,12.39,79,-43,-70,6,27,Y
18:e3:bc:3d:03:02,13.59,16.18,138,-52,-73,1,21,Y
18:e3:bc:3d:03:02,09.24,16.19,415,-51,-68,7,17,Y
18:e3:bc:3f:a8:2c,09.08,10.5,102,-54,-87,1,33,Y
18:e3:bc:48:9a:ee,15.27,15.51,23,-54,0,0,0,Y
18:e3:bc:48:9b:32,15.47,16.1,23,-25,-87,5,62,Y
18:e3:bc:48:9c:54,13.24,16.13,169,-23,-93,3,70,Y
18:f6:43:56:97:a5,15.44,15.53,9,-51,0,0,0,Y
24:24:0e:72:cd:71,10.3,12.04,94,-48,0,0,0,Y
24:24:0e:de:7d:f5,11.35,17.47,372,-48,-79,27,31,Y
24:24:0e:de:7d:f5,09.00,17.5,529,-50,-94,12,44,Y
28:56:5a:05:d4:3b,09.06,10.3,84,-50,0,0,0,Y
28:fa:a0:03:08:2c,15.11,17.04,112,-52,-77,14,25,Y
28:fa:a0:03:08:2c,09.05,12.01,175,-53,-78,9,25,Y
28:fa:a0:03:08:2c,09.08,18,532,-49,-66,2,17,Y
28:fa:a0:12:90:34,17.32,17.37,5,-48,-62,8,14,Y
28:fa:a0:1f:2b:cc,12.47,15.33,166,-54,-85,5,31,Y
28:fa:a0:20:68:a2,14.06,17.32,205,-56,0,0,0,Y
28:fa:a0:20:68:a2,11.19,17.26,367,-46,-73,1,27,Y
28:fa:a0:41:e7:90,15.32,15.49,17,-53,-78,5,25,Y
28:fa:a0:5d:af:1e,09.05,12,174,-51,-91,4,40,Y
28:fa:a0:68:f4:5c,13.59,15.48,109,-45,-66,4,21,Y
28:fa:a0:a5:83:03,10.37,11.1,33,-48,-85,1,37,Y
28:fa:a0:a8:06:9d,09.02,18,538,-51,-81,27,30,Y
28:fa:a0:aa:8a:5d,09.17,09.49,32,-51,-72,14,21,Y
28:fa:a0:ab:15:3f,09.00,11.15,135,-50,-69,17,19,Y
28:fa:a0:ab:fe:25,14.03,15.12,69,-50,-65,2,15,Y
28:fa:a0:b3:0a:c7,16.24,16.4,16,-57,-78,8,21,Y
28:fa:a0:b3:0a:c7,10.02,17.23,441,-42,0,0,0,Y
28:fa:a0:b3:a3:69,11.06,12,54,-57,0,0,0,Y
28:fa:a0:b5:46:c5,11.05,11.16,10,-49,0,0,0,Y
2c:26:c5:d0:dc:36,14.2,14.55,35,-56,0,0,0,Y
2c:28:2d:0e:3d:a1,09.32,13.15,223,-53,-83,3,30,Y
2c:28:2d:8b:75:8f,09.49,12.46,177,-53,-71,2,18,Y
2c:28:2d:c0:65:1b,10.53,13.32,159,-56,-84,14,28,Y
2c:28:2d:c0:65:1b,10.53,13.59,185,-56,-76,20,20,Y
2c:5b:b8:11:ba:0c,14.56,15.32,36,-59,0,0,0,Y
2c:5b:b8:1d:36:49,16.54,17.07,12,-54,-83,3,29,Y
2c:5b:b8:1f:cc:34,11.39,11.29,10,-39,-79,6,40,Y
2c:5b:b8:24:b1:f5,09.29,10.32,63,-49,0,0,0,Y
2c:5b:b8:41:92:33,13.59,13.29,30,-55,-84,3,29,Y
2c:5b:b8:47:da:d1,15.48,15.55,6,-53,-66,6,13,Y
2c:5b:b8:47:da:d1,15.42,15.51,8,-47,-90,5,43,Y
2c:5b:b8:47:da:d1,10.35,11.4,65,-41,-71,5,30,Y
2c:5b:b8:47:da:d1,09.28,11.4,132,-45,-71,4,26,Y
2c:5b:b8:52:8b:6e,16.52,17.13,20,-58,-79,1,21,Y
2c:5b:b8:6b:c7:83,12.25,14.31,126,-57,-83,1,26,Y
2c:5b:b8:6c:2f:6b,12.34,14,85,-58,-82,2,24,Y
2c:5b:b8:6e:74:06,16.36,16.41,5,-59,-82,2,23,Y
2c:5b:b8:76:79:7d,15.04,16.5,106,-49,-90,10,41,Y
2c:5b:b8:7a:61:d5,15,17.18,138,-47,-87,1,40,Y
2c:5b:b8:7c:f8:b5,10.5,12.09,79,-53,-85,3,32,Y
2c:5b:b8:7f:0d:08,14.27,15.36,69,-53,-77,2,24,Y
2c:5b:b8:85:4a:cc,16.59,17.1,11,-58,-85,11,27,Y
2c:5b:b8:87:20:86,10.18,10.47,28,-47,-85,19,38,Y
2c:5b:b8:87:79:fd,10.13,11.22,69,-50,0,0,0,Y
2c:5b:b8:87:eb:a4,17.2,17.35,14,-57,-75,10,18,Y
2c:5b:b8:8f:f6:6b,17.04,17.2,15,-47,-90,9,43,Y
2c:5b:b8:9f:71:b8,11.32,12.03,31,-54,-84,1,30,Y
2c:5b:b8:a5:48:3a,13.12,17.52,279,-52,-83,16,31,Y
2c:5b:b8:a5:48:3a,10.1,17.49,458,-52,-86,14,34,Y
2c:5b:b8:a8:9e:ac,14.47,16.23,95,-55,-89,3,34,Y
2c:5b:b8:a8:9e:ac,14.47,16.23,95,-56,-76,1,20,Y
2c:5b:b8:b1:3f:08,10.1,12.49,159,-38,-88,7,50,Y
2c:5b:b8:b1:3f:08,09.00,12.49,229,-51,-87,5,36,Y
2c:5b:b8:b1:3f:08,09.41,17.35,473,-46,-76,18,30,Y
2c:5b:b8:bc:6f:f5,16.31,16.48,17,-47,-87,3,40,Y
2c:5b:b8:be:d5:b6,09.24,10.43,78,-30,0,0,0,Y
2c:5b:b8:be:d5:b6,09.54,12.4,166,-41,-86,3,45,Y
2c:5b:b8:be:d5:b6,13.59,17.32,213,-47,-82,2,35,Y
2c:5b:b8:d8:95:3a,11.55,12.44,48,-57,-77,3,20,Y
2c:5b:b8:d9:36:49,11.49,12.03,14,-57,-82,3,25,Y
2c:5b:b8:e3:d9:dc,12.01,17.35,334,-40,-79,23,39,Y
2c:5b:b8:e3:d9:dc,09.54,17.35,461,-46,-73,17,27,Y
2c:5b:b8:e3:d9:dc,09.43,17.33,469,-52,-80,17,28,Y
2c:5b:b8:f9:de:44,12.06,14,113,-58,-84,1,26,Y
2c:8a:72:3d:f3:d5,09.22,09.29,7,-51,-93,1,42,Y
2c:8a:72:cf:bc:ab,14.28,17.17,168,-53,-91,2,38,Y
30:9b:ad:41:fe:11,10.18,10.53,34,-49,-88,8,39,Y
30:9b:ad:79:2f:7d,10.44,10.5,6,-55,-87,11,32,Y
30:9b:ad:96:43:c1,13.59,16.03,124,-42,0,0,0,Y
30:9b:ad:e4:7f:1d,15.44,16.1,26,-57,-86,16,29,Y
34:12:98:d7:33:70,16.33,16.45,12,-57,-80,12,23,Y
34:69:87:01:a7:ac,12.4,13.06,25,-47,0,0,0,Y
34:69:87:09:8c:8d,15.49,16.24,34,-38,-83,14,45,Y
34:69:87:09:8c:8d,09.41,12.11,150,-41,-84,12,43,Y
34:69:87:17:c6:28,16.23,16.09,13,-46,-90,2,44,Y
34:69:87:44:70:cd,11.42,11.53,10,-51,-91,4,40,Y
38:0f:4a:16:d9:50,15.06,15.24,17,-37,0,0,0,Y
38:46:08:d4:58:32,16.11,17.4,88,-49,-85,1,36,Y
38:46:08:d4:58:32,09.01,12.51,230,-47,0,0,0,Y
38:46:08:d4:58:32,09.09,17.32,502,-49,-85,1,36,Y
38:48:4c:47:b4:9a,10.15,10.38,22,-54,0,0,0,Y
38:bc:1a:43:90:ff,11.28,11.52,23,-45,-77,19,32,Y
38:bc:1a:b9:89:ad,10.49,13.15,146,-48,-87,10,39,Y
38:bc:1a:e1:f9:91,17.07,17.28,20,-55,-81,2,26,Y
38:bc:1a:e1:f9:91,13.15,13.59,43,-52,-86,1,34,Y
38:bc:1a:e1:f9:91,09.12,10.3,77,-52,0,0,0,Y
38:bc:1a:fe:64:92,10.24,10.55,30,-34,0,0,0,Y
38:bc:1a:fe:64:92,14.59,17.23,143,-50,-84,24,34,Y
38:bc:1a:ff:d7:aa,12.07,12.18,11,-25,-93,17,68,Y
3c:91:57:96:ca:29,16.31,16.36,5,-50,0,0,0,Y
3c:91:57:c1:cb:53,10.13,13.29,196,-48,-92,2,44,Y
3c:91:57:c6:e8:81,11.21,13.59,157,-52,0,0,0,Y
3c:91:57:eb:48:85,11.08,11.16,7,-49,-88,7,39,Y
